UID,recency,frequency,monetary_value,R_Mean,F_Mean,M_Mean,Score,Rank
45338243,10.842326388888889,81,25640,0,0,0,000,8
45338338,32.78113425925926,34,10525,0,0,0,000,8
45338858,43.292430555555555,3,225,0,1,1,011,4
45339109,121.03601851851852,8,3200,1,0,0,100,5
45339478,17.236805555555556,7,1600,0,0,1,001,7
45339914,49.79056712962963,18,7550,0,0,0,000,8
45340106,40.197407407407404,3,700,0,1,1,011,4
45340132,18.75459490740741,12,3600,0,0,0,000,8
45341931,624.6602662037037,1,500,1,1,1,111,1
45343318,7.6610300925925925,1,500,0,1,1,011,4
45343901,40.90465277777778,17,5950,0,0,0,000,8
45347294,22.73912037037037,8,1375,0,0,1,001,7
45350546,52.03836805555556,7,3500,1,0,0,100,5
45351667,44.651863425925924,7,350,0,0,1,001,7
45351889,151.74068287037036,9,5150,1,0,0,100,5
45352313,44.73445601851852,23,8120,0,0,0,000,8
45354180,30.03908564814815,8,2350,0,0,0,000,8
45354936,47.38741898148148,4,750,0,1,1,011,4
45359101,526.9478240740741,2,650,1,1,1,111,1
45360133,215.8506712962963,20,6900,1,0,0,100,5
45365866,17.727777777777778,45,15850,0,0,0,000,8
45366683,45.80954861111111,5,650,0,1,1,011,4
45367975,24.85019675925926,59,22225,0,0,0,000,8
45368267,42.05533564814815,25,8450,0,0,0,000,8
45369141,527.0014699074075,2,650,1,1,1,111,1
45370963,135.83998842592592,2,1000,1,1,1,111,1
45377062,53.69927083333334,24,4300,1,0,0,100,5
45377355,29.146157407407408,2,100,0,1,1,011,4
45383538,526.9647453703703,2,650,1,1,1,111,1
45386219,27.816157407407406,1,50,0,1,1,011,4
45386925,316.7235763888889,43,13500,1,0,0,100,5
45386955,17.66755787037037,20,9650,0,0,0,000,8
45387143,25.11403935185185,36,14150,0,0,0,000,8
45389658,7.991018518518518,9,1800,0,0,0,000,8
45389701,53.70155092592593,5,590,1,1,1,111,1
45390290,5.573923611111111,2,1000,0,1,1,011,4
45393387,40.83366898148148,3,1500,0,1,1,011,4
45393605,11.06232638888889,2,1500,0,1,1,011,4
45393645,11.084027777777777,2,1200,0,1,1,011,4
45393948,55.878425925925924,1,300,1,1,1,111,1
45394069,340.74952546296294,5,2500,1,1,0,110,2
45394833,14.78792824074074,11,3950,0,0,0,000,8
45394946,58.98539351851852,3,750,1,1,1,111,1
45395331,56.09329861111111,2,400,1,1,1,111,1
45395484,50.122638888888886,19,3600,1,0,0,100,5
45395499,36.26681712962963,1,500,0,1,1,011,4
45395523,400.8207986111111,3,1500,1,1,1,111,1
45395598,115.68302083333333,17,6500,1,0,0,100,5
45395971,27.09775462962963,8,3650,0,0,0,000,8
45396229,496.3300810185185,17,6100,1,0,0,100,5
45396308,61.838171296296295,11,4400,1,0,0,100,5
45396309,37.791805555555555,9,2600,0,0,0,000,8
45397355,4.056030092592593,54,11600,0,0,0,000,8
45397605,81.81506944444445,6,2250,1,1,0,110,2
45398145,5.813923611111111,3,150,0,1,1,011,4
45398357,45.07836805555556,17,1300,0,0,1,001,7
45399021,188.8829861111111,2,1000,1,1,1,111,1
45399578,50.19192129629629,4,950,1,1,1,111,1
45399939,14.782280092592593,12,6000,0,0,0,000,8
45401517,89.83710648148148,79,18500,1,0,0,100,5
45401553,0.27164351851851853,26,8450,0,0,0,000,8
45401865,511.98721064814816,18,6500,1,0,0,100,5
45402050,71.04291666666667,7,2240,1,0,0,100,5
45402527,500.10349537037035,1,500,1,1,1,111,1
45403140,29.239108796296296,22,7500,0,0,0,000,8
45403668,83.74539351851851,8,1800,1,0,0,100,5
45403777,371.6694328703704,3,850,1,1,1,111,1
45404122,19.206412037037037,28,10700,0,0,0,000,8
45404331,67.65391203703703,28,10550,1,0,0,100,5
45404504,443.1867476851852,2,800,1,1,1,111,1
45405123,32.7740625,8,4000,0,0,0,000,8
45405420,357.92008101851854,4,1100,1,1,1,111,1
45405545,276.44645833333334,7,2900,1,0,0,100,5
45405560,54.9047337962963,42,14400,1,0,0,100,5
45405913,41.89892361111111,6,1500,0,1,1,011,4
45406030,112.27092592592592,14,6600,1,0,0,100,5
45406662,19.74537037037037,18,3130,0,0,0,000,8
45407115,416.16800925925924,4,1100,1,1,1,111,1
45407189,16.73548611111111,5,950,0,1,1,011,4
45407345,11.116168981481481,47,13650,0,0,0,000,8
45407735,431.57135416666665,3,1500,1,1,1,111,1
45408886,9.914826388888889,176,48300,0,0,0,000,8
45410050,385.7351388888889,2,1000,1,1,1,111,1
45410492,15.868472222222222,36,8390,0,0,0,000,8
45410684,0.7133680555555556,6,2450,0,1,0,010,6
45413109,56.954791666666665,38,15350,1,0,0,100,5
45413122,415.1734259259259,2,800,1,1,1,111,1
45413124,411.5164467592593,2,1000,1,1,1,111,1
45413129,22.041215277777777,3,800,0,1,1,011,4
45413131,22.040902777777777,3,800,0,1,1,011,4
45413133,22.040555555555557,2,650,0,1,1,011,4
45413138,16.981076388888887,95,26960,0,0,0,000,8
45413155,423.9221527777778,1,500,1,1,1,111,1
45413211,423.28417824074074,1,500,1,1,1,111,1
45413212,423.4290625,1,500,1,1,1,111,1
45413229,47.79202546296296,5,2500,0,1,0,010,6
45413266,423.80422453703704,1,500,1,1,1,111,1
45413268,423.80282407407407,1,500,1,1,1,111,1
45413291,0.950162037037037,19,6675,0,0,0,000,8
45413316,4.134305555555556,12,2750,0,0,0,000,8
45413320,59.89760416666667,7,3500,1,0,0,100,5
45413323,13.92957175925926,15,5175,0,0,0,000,8
45413335,1.1625925925925926,4,1400,0,1,1,011,4
45413336,272.74659722222225,2,1000,1,1,1,111,1
45413337,400.82885416666664,2,1000,1,1,1,111,1
45413372,37.826400462962965,28,8450,0,0,0,000,8
45413406,84.51217592592593,14,7000,1,0,0,100,5
45413469,45.130462962962966,11,4100,0,0,0,000,8
45413501,177.9137037037037,2,650,1,1,1,111,1
45413528,4.819652777777778,20,3270,0,0,0,000,8
45413665,35.85834490740741,3,900,0,1,1,011,4
45414103,418.2096296296296,1,500,1,1,1,111,1
45414382,46.77351851851852,23,9700,0,0,0,000,8
45414407,181.16297453703703,5,2750,1,1,0,110,2
45414626,42.74497685185185,5,2500,0,1,0,010,6
45414628,22.513460648148147,12,2230,0,0,0,000,8
45415137,2.6887731481481483,12,5200,0,0,0,000,8
45415140,31.221828703703704,6,1850,0,1,0,010,6
45415361,332.30046296296297,2,290,1,1,1,111,1
45415362,331.79559027777776,2,290,1,1,1,111,1
45415363,14.780162037037037,10,5000,0,0,0,000,8
45416580,30.834629629629628,70,16550,0,0,0,000,8
45416943,45.739189814814814,4,1050,0,1,1,011,4
45418155,91.20996527777778,34,14350,1,0,0,100,5
45418156,52.804375,106,36950,1,0,0,100,5
45418634,24.87005787037037,2,850,0,1,1,011,4
45465953,357.90305555555557,2,1000,1,1,1,111,1
45466937,323.41712962962964,4,1750,1,1,1,111,1
45484020,39.8696412037037,30,14750,0,0,0,000,8
45484613,19.954131944444445,6,2600,0,1,0,010,6
45484615,226.7140625,2,115,1,1,1,111,1
45484616,226.11601851851853,1,60,1,1,1,111,1
